EAN,ITEM_NUMBER,DESCRIPTION_1
38665976,57761132,FETAWIXF
83466158,81280029,CCTZIBFJ
63357768,30776132,JBYXWEUS
5048458,88459619,XHWPWVUR
48121692,4450966,IRSZMOCC
34654399,59863174,QEAPNFMU
87960904,71510172,KVQWTWTW
20274173,38380758,UPRQEFDZ
51580355,32378323,YVWOBDWJ
98358620,37510934,GESXWFNM
68406498,71612529,DISQZXVM
95067183,56037163,JLKEXPJH
88834674,45392904,GBBNTYHE
47300487,81798859,TVDUYHLU
67880095,55908576,EQEDLETY
46597462,14335322,OXXRQPZW
52685322,27911743,VKQSJMAA
30091374,82375578,DFBWXOUV
21365978,37824981,ZDSNXKJT
65239129,34210314,OIXQNCJS
15247406,21242720,KDANHFYY
78061861,32179917,TWTJESKO
14473715,96284032,NXUBREJH
77999665,16482085,LRJQCKDT
76828273,91598019,CZTUJIOY
78864498,52865108,JAEMCTXO
93693110,67835599,DEKZNTZU
64940755,12475089,TYQDPTCR
2308420,61498232,GOYWRIAS
25445815,72644248,MKYBWJOC
40973668,2011026,XGGQYDMH
92634084,69852229,GJYFPPPH
11066739,43660519,ZOSHQRAG
70363980,4759728,JNXKOGFU
47445327,31668491,QTDXHDSJ
86306935,84857667,MWMEOKUR
11585706,40603743,VGOCIGQY
42185447,44421132,HBEFHOVF
69748015,42337452,YBPUXWTE
77506566,65930119,XWYENZHO
71286107,83462567,LTBPVJQP
69741922,67953153,TGXHKGLY
14047257,33842349,RCPQRRZC
86303685,6525705,HRKVXLSJ
92988840,52325609,VPQPJIEQ
97532668,77397313,YTCKCYDJ
39393428,43709152,SUNFQTLM
95371977,41348880,RDKHIWSK
15470621,56203264,KQUQJFQT
55093950,68866501,CHPVPSAS
54321145,42390147,BZVQPJVC
10387782,76322015,LYARUNZX
18996077,12914186,NMHFSEDM
41835429,85522109,SSLNGDDY
62426793,73774047,FFBZRSUO
39947196,42024635,PXQVPHEF
41114496,74728977,QYWSHEKI
58910963,77052702,MCJCIKXO
62932659,75186129,JTOVOQQD
12338038,43514872,OLGAKODG
52099302,50559200,TOJDCYBT
32030221,5105037,VROONVHP
22472853,52531056,QGYLLOAS
70018258,59643330,FMPEWCCI
78370780,94457406,CEUICEZE
28537107,25488643,LYVZFXIS
81632811,67880125,YAQIMEBY
26832666,27420943,YBNOSRQH
93116534,13329700,NTDYWJEY
10925685,16572302,LATEZLQR
10399890,90140494,XZZCJIOB
9815440,72824478,GAIIWIZU
87572554,49314270,YRMLGYZF
69285561,27724210,VMRGJLKS
17715036,70705776,UDJUNDQY
77494454,49077939,XYFBTOSH
54031107,4100467,PWQDJLZB
79055601,90646863,GOYHMBQY
28924120,5759318,IWAKSAIB
33422505,81850363,EMVKJPOV
67189265,50288465,MALNGOCG
60931110,63221341,XEEKCEKV
2432485,75785423,RKNBXEQI
17934257,24648558,PQOSGAHT
45121853,87594681,JVWOQSJE
85433984,14763110,SETOJXHM
19317349,44049948,EFRNHJDI
59930282,54945141,VFHMLKBH
3559797,83444770,LYOJETVS
92133712,65946960,CCMEOQJA
11422440,63639703,OODKBTHO
65175324,63486258,SJLSLTIY
20195464,75750307,MSCRBAOS
78230332,72159629,NMQGZEQH
51198520,22490749,JMIZSRBZ
3882486,28047270,QNRLQPQH
34081963,87904320,KQAFLCYE
90325140,8639629,PHERQLDE
28498401,61911830,VHBSDVTU
61540078,63657616,SQALMIBY
81725175,49199953,UZFHNYWP
19597209,6200875,DHDWEMBB
12969377,85030913,EZCZXIGJ
48066449,63763442,HFBUHCHV
27512817,50414959,JXHYMYTJ
47990784,83981110,EEFEPDAG
76805384,43782986,WURCXAGA
20650296,48470435,WLMINPQY
25279620,97584604,IJIFFWAQ
37454766,34757976,MAHOYJUC
36741297,85704215,MGWSZKAF
24163329,23031612,RPNCKHSJ
4620516,88839547,NJPQFBFT
6831270,33446672,JYMAZFYN
23015614,49772898,GERMGKOR
64696513,75567977,RTUXNKPR
15189637,75550269,LOFAJCUX
94810853,38042317,NDMWEAJK
90123119,99935649,TCFJQFIW
78333415,95185084,CJNSPJLC
45484983,67224829,CTVGURZR
14515976,65424978,JJCDJRXC
80105858,21781654,WTWYXASA
97145981,70413947,KGXXYDCB
30477415,55367212,FHTYGBXJ
55467937,10365235,SYWYQCEY
31805134,40330762,UYUIFQFW
16470102,69057796,KLRJPXEE
62728042,80629146,AAUPIWLH
70480652,55481753,UUBZNZSQ
26196297,10147373,EGEGOCSB
59372535,90494173,QONFNDYN
7643574,83451254,TPGQSBHH
14674918,55955539,NFMFSREF
80915075,35524507,YYGQETIJ
53669811,38985740,YFSGVINP
72353230,35952697,ZAMTJTIQ
4318722,94493930,VBDWWIUG
99148918,61602454,QSQUXASY
29242794,63409566,TSMMVSST
69425975,36179092,IRMZZTFT
36226335,25669385,GBLYJMSL
48307388,15434435,TXEYHAKT
57362582,33166635,JHCYWEZM
99135205,58571534,TVPCASXT
59166176,46698803,UKZFALFI
71328712,75679802,MOWRJBRS
63585627,80321413,CAHTJKIX
8586191,1927435,NCYAZJBL
88909580,77321938,VULIYXJA
50087082,57410812,ONILWECT
18204207,60453700,SWEPWVEN
80340417,29675645,YFTLLOZB
5727876,20863084,ILFMFAQO
35702493,25654263,RBMHSXOL
18166517,34696141,ULXWQHVF
3397755,82839297,LPZNVZUH
20464983,20181545,FHTECRDR
61711326,5836987,TTPMJUYL
49257128,3851823,BCDQOLUC
70966914,41771336,QIUYOAVX
68997135,64959234,QZNDUBJS
51940028,98233931,BXSHGSPP
36761354,80162769,VFHLIRPK
95578830,45847701,CPLVIFOG
68092604,77758941,YZHFKODU
31270414,49294808,NAZAFLSK
67997446,18992308,UWVHHCPV
30373575,36928336,ICPVPKHC
62985854,24084726,VHWZSYPQ
35624193,65686542,IBYXMNHB
61082864,16834282,FNXFLJFZ
51042712,49339280,YWDZITGE
11667718,52471391,KNRUAYLM
18976382,51735789,PMGHYUGG
83411789,33513821,DRZZBLXG
35739687,69853657,WOMKBCOB
51015849,90410242,ADDSATQY
18980028,70351067,GZGPPZUW
39211580,17954260,NMAWKVRH
62145532,72447660,JHUOMDGS
64394609,76456188,JVEDIOFK
36238544,47016099,YVAGLRCW
59620183,48584424,FJWQQURC
88840496,74774205,UBKKOWAM
45708906,57133765,ZCPAMHFY
69443929,80070223,DRPUSMQR
53893474,96233806,XTABFITB
71645875,82563924,BVDCHWVZ
41908708,69184405,AHOBAPUI
53433338,57285795,RUGJLQYR
73052233,16851320,OOGBQTQJ
90499825,74062954,KUMILFLU
88932373,15022352,RNYPKVTY
28925082,70005633,XDEUEXAU
46058713,91137337,ISJSGBZF
1754683,80818632,IRFDNHJZ
9814612,43891244,WFLDFLTE
65655941,12355222,FYBBCGVP
26791544,69256663,KXCUMKVO
87849923,6753331,VJEMBOGP
9158482,66948007,CGEWEZQZ
74703326,21367877,TRGACFEW
54267077,41264946,RJCNDXUH
97105099,16593660,HPUWASEC
52932852,33790827,WZLBRBTL
87816559,68701620,EHQGQPLO
22502613,29406835,WWAXPXXP
56988616,60216406,HJIQVLNX
43656490,49703228,GBSUGGXW
3054230,3410106,NWPEYALZ
16434421,19046508,YGBWXRAA
95402393,47457902,CXOHYWQQ
77436728,82989234,WECLDPNM
81737336,75361815,DOJHDFPN
62500906,1565793,NMIZYJPO
8219619,1104199,QYQEMVBK
42297906,57551713,NTZOTLOD
6879172,83317777,CQQILNVP
68314810,66798356,FKLDHIUO
70742873,51923961,BRONVYDN
28604432,40844398,GOCUNJLH
48097446,32191689,HFTPXMEN
99809792,9951167,LMJXTHJT
85276850,79536183,NZKNBFON
54568543,47011567,YVQUSOOT
42314471,12331002,MULACHYU
84449194,9270060,SFDOVRIY
8752128,72922423,YWFAKUXG
23548163,96905310,JEWLUUYP
82543145,33178335,QSBYWUFG
18886708,30341023,IATEHZKQ
33845114,25394961,APZOOGGF
3491468,35043615,LQTOLYMY
65267092,13881979,BSJPNXXL
99160343,48528396,IIPGTHPC
47706801,14048621,CRAIWOFU
64567082,1859318,BWVXRGND
73848703,13439723,CXOMGJQB
41538297,40516035,CMDIVCHA
91268587,81603568,FVGCAZNF
22117411,61350783,EDMHISRF
55172495,19116663,CKKPLQTC
90785212,16316746,UZWPIYWR
57412249,78559592,AWRVZQGA
17996895,21264058,PWKFNEIC
20990599,22618032,JNJKPKPD
3302869,55475672,CSJFSBDN
40365164,33476841,RSEBJROP
91160814,9286636,ZUVKFNAE
89432589,75435940,UPKVAIFS
58906870,64575566,RELRWNPZ
16999911,13326162,DIFLRIAO
77736925,21857246,GKOVTTYW
7838583,26084555,NWXUFHUE
99470319,32956311,ASYZDKKO
63214323,7920357,FMLHMIOL
93647589,81501114,BLMYHASA
24708725,18247696,YHDOFAOC
76407787,86070060,RTXGPYER
55083367,82724633,LVXBTAPA
15513686,83606509,DYCPSPUF
87134898,65383292,YURTSEKF
14454370,39887607,ECLRSQMP
23347976,52559317,CHKPAXVD
11653531,94476442,TXPRXONB
44306659,59954337,ECRQDDFE
64295624,54518878,FUOSVXGK
60417257,80940221,LRBJKDNU
41639164,88666401,IOAFNDHT
98479802,37914642,SGRSVDOO
76692011,64239519,BLIDVRHI
76517431,2336001,NCJHJOEZ
57185102,78012404,TEHFBIDF
57840369,31905543,CIWBSUKR
90804441,23014253,ZLNGYPMD
84022064,82862202,DQTGMTOC
98361326,96786127,WRMJEDES
81651769,30707083,JIBWQYAY
47644746,43582539,PHOMLUTE
95525305,66023415,XIFKHZQV
32470908,29423623,GOPBBMTS
73205313,74959570,VLPUYYLA
37372275,92444760,VXSKZDAY
31548535,61619656,JFGWAQCC
4947349,22480424,LZHNRBTQ
46487960,93636454,LBCYLEEO
16428643,34443051,VBSMDYLI
94279953,61997731,CSJUGLOS
71310259,19435951,TGMQPLNE
48562184,24093873,WOGGQOAC
4975456,83264191,ZRDFRTCQ
5926643,85681584,KMSYPBEO
65925664,90603187,UFTCUGCR
69206031,91227540,YJTGPZJZ
36212322,32844321,JDVLJVZC
21369211,82201530,BNBDTZIJ
36098873,86714914,UUEKQAHL
69194577,24354029,DMUIPTNV
14373799,37523219,NOGTXUJH
62719489,85404608,JEYGGWWW
25476279,35215794,GGOGAVBO
70305951,76547679,GNCJRYEB
66347547,5696896,ITNRWJIK
68067784,5803083,AEBBYUQH
94786915,62453583,OHBLVLJL
43327068,54085804,NLGGZSRE
42762786,48585670,HECNXJBX
51352034,66538658,ZLSBNSLK
37882846,57992597,YNYHCBIL
58916600,47970643,BWPSFMPQ
39856746,49001216,TIZTJIPD
64040476,56386535,FBPNMEFS
55431973,56262763,OHGIXXGA
85035464,91956952,URGBVZFP
62015546,54807613,YDTOCYCK
66297731,97581687,JVGOVHMP
92454639,82742873,XROPZJWG
10382565,82162621,CRBPCPFA
62775276,28659834,KDBTUQBC
15980667,75246746,FOLPNMNQ
83229346,41820113,FUZZEDHW
34640450,26878076,EWBSWFYL
31725861,68149568,TBGKIUSA
28545643,30918680,PRPKMVLF
61568082,65044935,TIBVXLXK
20781619,11134644,ISIWPVBE
2242170,80118266,IYSOMGCV
6566970,69839798,JMCGSYPY
80057485,9183826,JMPRVOVF
5180113,70948864,HBTQWICH
78353191,30958026,XPGRWYYP
50988211,67811357,EYJQORHQ
98730418,96590159,ICDCEZLX
74002996,32118289,VXVCVLRQ
5476325,54149802,GXLCNSEI
34649656,73231873,RRHERVMS
8834016,25378000,TVYWPCXL
62933738,90988414,VZXQOWQZ
49442586,37321081,GOECWRVI
20311293,83532544,MHUXMCND
49137820,7741626,XDBURJET
2052011,25380752,PAMWJNJA
17319044,74679409,LLZFJRBF
30683017,9593620,WCXPSNMN
52911014,55595279,CKVUZYFM
70127480,42326103,NHWNNQJN
91035844,57354965,APPHXKXI
59340882,88325700,JDLAQIXH
6705510,69637876,RPOXIUCP
98948402,15879041,ZMNAEBFJ
13300118,5110151,HRQAVIJC
36931336,72995657,MBYMBFUL
73457942,36834585,BZETPVEM
36494228,49809458,UGMSDZWT
72478737,36261430,XEOUIXJK
15665207,81859547,BRGLIYCK
35471397,65854363,WZCPSDFJ
22096700,35993182,LAIDCKFP
25167232,86059856,DCGFHZQV
64511183,88386026,IRDASXHJ
9035896,35925159,SBLXKYFI
35820715,70286024,XVUTQHYB
11151714,46226877,FRVYTAPD
71906660,45321726,BORDBIYS
56739126,79991266,QRCXSBTQ
37540831,72175542,FGQAISIW
79475630,93292622,FIQFELWQ
23695357,98323405,MHZQJROL
39446593,4705755,ZBCRREIF
7337435,93691625,MLBEZZWY
69035475,27340721,XMUFHVPR
28624719,62055228,YCOMJQOG
40659905,64830994,IZOMKYLK
25804901,31108914,LDCHKWMU
76309199,34592867,LYVAWXUF
83785450,29562964,FOCUNZCB
45990980,67257185,UHHTNDHT
23920632,98935887,AIPQYDPK
35418904,10637758,SUWRLSOE
27292158,85952209,WQJFDDOQ
96569750,80473107,BRVDGJJT
15043081,85424512,SBXKYPBS
45275179,73260106,YWNCGNCQ
50020975,58293239,OWHLGYUE
38583498,72569873,MNXQEQBU
29584211,60990989,OPWZQKIQ
27522769,15159084,WFJRYGXI
98713818,90148059,TUTUUKIC
96650396,55379470,NLKPKYBZ
47039373,23407369,DAXHIGUW
87274787,65809130,ADGTOTYW
22627054,39612747,QCEKRZDA
39407226,15090847,TIOPOGIR
74529806,58604064,ZEEKYASW
42595647,27399214,AVSZQFPQ
92664639,44065866,KJQYEGQZ
17164681,97527326,VRJXYPKG
98203100,1721036,HPTWURND
82134850,44704210,LQQJYLLZ
62294115,1905353,DOQUTODI
75450934,55690185,OZLHPRHW
99100671,84350301,TKCQZCJT
95641227,28012541,PXSTWSNR
28390049,46237501,YNZHDHHL
55882402,69640673,AVTRVTLX
1340400,14639761,TVDWQTEL
23282340,92785339,UPMCQCNV
27415096,14194774,JOURWHRA
64178134,84372198,HGCLQEBZ
89584017,50083280,FXDLDGWP
67423003,75231579,ACPNDEIF
78574249,76116651,GJXZHRYX
32749799,74894130,IDIFOQTJ
46609978,97576111,HBZCZGHN
60777183,85882624,RTOARSBE
62179117,61065139,QSMORZXW
51170280,69321980,BBNCRYIL
58606737,74173876,QTWNOZJT
45303162,10755825,QLUVKLNB
58133073,78221898,JOLHRKTD
12936718,20227108,OWAENLBQ
26422448,32829879,SAEQXJMI
65024124,57628070,QLJEFNBC
42324694,43158760,UGKYQJOP
29669029,66517891,QOWCZYZE
98330804,22239591,XXYJQVNV
98901695,2090905,SOKKDFPD
82856487,84992465,OZTNXKQA
39735159,32832310,JRUVTVIQ
81472900,40483858,PBNMSRBQ
37550584,95964300,HPRKLAXA
85654701,64207678,FBECEGLP
77157184,40524946,IPFETVXU
43960167,86913575,ODSKKSDU
18726695,97633553,UWTXGCXV
41972099,16102472,CEORJNZT
35796618,22174945,ZGXLFYAU
5843334,69033287,GNNKXWBW
94639958,20673581,UZFEGTWH
19308640,35299493,GYJXZMVN
60289739,10132141,EXGIJWDM
58548002,2899706,TGESHMKB
43109585,33380586,GXIJXPZJ
21359739,88092194,YXXENWAP
64728028,15723974,ZCWXLMGW
81692324,82764518,QWFIDJHW
96640338,65013761,RKGHWYCM
13332197,63449335,LLXBSGDH
45532609,17916757,PXHGWONF
26523237,83943647,YDUGBSZU
19977916,56881903,CWDYCUVK
75321984,61398907,EIKXUCHS
20206550,80573498,ZPLEIWLO
56266157,4597038,ZUEMKMXG
46860831,47162305,WVAQUZTF
42554023,81191456,POTVYCRU
73321969,37391786,HTKBCTME
88180443,91067755,IAVCJBJS
2039435,72444582,OKQNZNTR
15883881,96683800,MVTKRQVB
11752361,13917359,OTZNVMDX
36938392,16498985,NGDURFZB
56790638,46596019,DYTWZHJC
27255581,10177863,NDFBTOJW
5214110,74990907,KCKXQQCH
89129580,84150464,RJAROKYG
98011971,63778796,ONXUUNLK
27809000,23767918,CBNPLZMB
60541614,20471347,ACFZIFVU
71383965,89730257,XSRHSMSP
74113609,16691223,VELCIJJH
79583324,20024287,AUEAWYXD
10735761,13347716,HOLBONZE
64958598,43425815,YUIJVLXX
23880531,5440036,ZIIXINRX
52421534,81586539,ZKWIMNTM
19845697,15083529,MZCOEROK
69915085,6507546,QUGLDEJX
34673576,86506356,RUEJCRYL
7708068,29376093,NJZXSSLQ
15519347,53101578,JNBJYLOA
53332217,10819425,WURWFSGX
95099004,56139508,DCKTQZKE
62379762,70564874,NMLBUYRN
82237047,39122047,JMZTCLEG
86284903,85492073,JERIORSF
19499231,89112265,RDLZLSEU
21706886,1436288,WMOHSRHT
59931560,11910370,HCVZAXGA
4748981,89640757,DXCRQDOB
26181479,1922220,VQNFIIDV
87634292,20899283,JQXIMPPC
11102385,3169444,EUKICEEB
46354269,24445989,SQMXIVXS
29128878,82816159,XPJEYURH
28153405,45446111,NTJDDCCS
49079565,71791412,BBENMKHJ
2730748,65615219,OXUIJOCF
71126778,25426247,QJBLGMSN
82835220,46998203,QIYJCCAJ
53038993,70381972,WBSVOFAH
48173213,93361745,QMBPPBZV
59678147,15870324,TIABDPCK
27087819,45753997,VAQHZBAW
7631945,49729011,UXDGZRIE
65752786,33041638,JLNUZPTI
79788993,79617318,UIAHTMGY
72481882,32585210,QCCUSTFR
33644817,35475066,MOHWPSIG
44873812,9467147,PUAROPQH
81687965,93228802,XNQWNLOP
5995672,51626275,WPYGKPYM
93094965,74511425,OGBQVPBW
1985741,19153750,ZUVOLZVK
43313007,20073741,WGQOJXGI
27298575,85644996,QBYGNXYW
32183110,34129164,IHJICJCA
72306074,75439184,EIPVJESK
15525941,78698619,VGTZDEHK
86328297,19925519,GIQZBWLH
49161470,71717043,PDEDMTGY
37120923,11536418,BMDKLELE
90919608,24015019,EENRSWSN
40992405,75388694,UTGBUERC
53950310,38712784,DKLTCIRX
77400646,34475119,GMJMNNKD
54615650,21752535,NTWMHEAP
81215409,30312269,IKJYJRWU
22944214,30525703,BDCEFYRZ
92835835,22351839,ZRZZEUDM
58988337,90176083,VBYIMKSC
16740395,23168280,RRKWXPVH
59088514,60918397,ELGQRZHQ
94333372,96609562,GOMNAWXQ
41482545,78233615,VZYFZXBC
74252189,73612065,XKJHYAOF
24701618,17560015,GGBGEJLF
81932632,47925356,WKBCFPCQ
70537991,57503103,WJNGGAXG
63365803,94830443,MBBFWSRD
90356883,59713838,WJTSRVZP
36605116,26211127,ENVKREUZ
34366496,50414523,CNXKEARD
8109487,27907117,IHZHKWHF
71869210,75103432,ONRATGMW
66715274,71318863,XKQGLTGC
83033348,40140131,WGCAMNUJ
43143444,61778036,GURELISD
46045546,45988929,XTWTISRQ
32922243,33226326,VIATJILD
45857837,34953092,DHLXXGOG
46986899,22633143,RSXOBTIF
34409058,13224011,CZTJLOWJ
54688198,18717234,NRZNOKJU
32226147,12576761,NGIEFYUP
51564926,89504329,WJMZJMFV
34414177,57867726,VDURDQSB
89665740,78953037,WFHLICZL
52445070,26941612,OKFQEVXK
49092346,5960182,BAPTSXGL
44814830,33721157,TATNRUSJ
35668657,99183634,NDHXSWYT
66598856,88995260,MKXZYFPQ
51482135,24146656,UQKZCIJI
96508257,1364268,SGASCFAQ
81765216,75607356,SJKVHWMH
15184707,44521957,BWCHIHGY
87741540,55292696,BLRMSGGE
77479742,8453039,QGQPWJHZ
36715702,48421108,LLCEFPQN
38726550,9156228,RYADPKIG
68105828,64148328,TPFBPYMN
41429038,75217407,LDPZKOOO
30094613,43988708,KDVJMVZD
76330369,74903257,KZFNXPTM
85568847,9458051,ZEUXDJIM
54863293,47471423,KDFOFJOU
99939823,94546140,AJILLTDZ
2231344,62508211,XEFVSYJP
65937168,63445607,FMRYSQAM
99851767,93865285,ZUZXQPCC
13422544,56161674,XEHYJXNT
27150544,67187826,FQYLXPME
21498777,54146185,XZJFYVYU
39694893,84516617,ONXSVMOC
6765421,42335671,CMZRMSWH
22620065,28325313,WHQHLOFX
49651866,55040000,SAYMAJIL
12782860,74432269,OEVXJJYY
41732930,25606272,RCUPYIJP
85073712,17351068,LOLFNXHD
86716694,22339220,ILQCPUOA
76580575,54464842,PJYDGBLY
23198404,65156282,UAQYVBKV
13503176,26273839,BNGIFCSL
89815692,16347785,SBJDBTNK
63176336,25263804,JCEGOOAD
10732730,17505694,IBEIDGNS
91626724,65091872,KHMZHFYC
66637249,44989610,GFIJGGCX
71337568,54654901,QCQAMPRE
29297339,87839943,DRYOTYPI
37330354,32490236,SPZBRIAL
50831529,96118657,ERKLODRC
37725517,30851929,MDNEVFOP
96365765,99130826,GFNIVTJB
16725195,25923156,EFLJXRRX
38438080,37247798,GFBSYVGU
42501782,35165114,VCERTPIL
12222031,7303934,CTFVCAAI
66927573,13160965,IPMSMAIP
65519648,66564216,SPXTIDYB
63602634,73872578,VOJCUONR
5711923,11030714,ICWYVOML
31347931,92604217,LQVHQAGZ
96961453,65827794,VOGNMTQV
88595700,18272930,MRMEDRBX
67492866,39437790,NFIETGVO
82276925,82361609,FEUBSLHV
75887803,80098388,DFOWLGGC
55666967,11786475,QOBXYMIQ
6110971,60497166,IBLMTPOF
64784019,19512895,PYWAEZHW
25660444,35806835,XFUBRUNR
63501914,66140788,VGQHXZPJ
84946163,29638678,HHKANCEC
82975029,25724984,NBTVPHOY
46022613,77476400,BJGMZCKW
58595410,33936780,MRTFEAKQ
82555923,53892269,XAAUOQLK
40924741,4593578,IGTXLPEK
99495727,3837851,JDHSGFVB
65247349,17893660,UMNJYVSA
61180093,15541766,AORANWCW
98952885,82935267,AIZWGRZE
82088967,95021916,CFAFRJAV
13362870,20490554,IQANPKVL
19069617,51557722,FMDFNKJG
14664437,53144383,IOUZJXYU
12039909,33549810,DUBWUCDJ
37169393,57513076,CBSSTRLL
86363783,70479439,YVZTMWCS
62191231,83558725,SNAOCLHW
35349994,28467962,JVNTLRJZ
24623412,90513454,IZQVFWWZ
48490571,2225032,WCCWCEHG
44902945,74963321,VFJSIOGY
29004367,27791539,KOOZMXQL
15830032,58060800,IGYPJKNN
58678379,99016648,JVLVWIKZ
30112739,69562631,EJATWFTW
60551620,13925736,XPLVMETA
18372831,29036298,FWVRFHXN
51345591,56936051,NEBCBBEK
70997818,46310126,KCFDCQKP
67310766,72284692,JTZONWLL
15189156,23935310,WNLWUZOZ
8972381,54619013,YYHKINJU
16221741,26337705,VVMCOJXK
88913647,55923933,OQGSVWFR
58504749,46913692,SSDMUFJG
41839041,59320027,FQPJAZMU
3872531,65403861,NQLPBTIT
51127727,7914347,BLZGCODU
21698741,44674969,EUCORSBT
6298120,98056347,IBZIESVM
94092180,51128059,BARXIQSE
17780554,34395396,ZIICLWYK
78904497,73147400,IWEQAKOD
43151667,68577372,JJUVYHXJ
37605025,45090103,QNHWVQXX
72149838,4937582,BPVIJCWQ
54082375,39573145,ZFCIYAWI
90052298,90363108,PUWDGORH
49240820,10818487,VOKDCWWR
94540861,95094322,YXMTNOVJ
27462263,44558454,FRGOVZLV
58748237,59234494,LKHPPDWW
58379969,96179313,NLQZXSRV
34156428,72339766,CIRDWZDW
94541467,62336701,UBZCCLPI
68445931,60197013,KOIBRMXD
47116991,3765949,JJHEAJEK
69686949,89145884,YLRNSJMX
38454445,46426106,ZJOTPTBF
24322855,66537822,XNNGDPNA
65792957,99746135,IRXXVMFL
32334590,19259344,AFSJSGDQ
72426117,43787093,CWGAJHCN
35313514,81677870,YLAFEWIY
85955215,97080873,WLYNMWPX
64305927,4512161,MUNJIAIO
67519664,8046127,BNBYJQON
77339236,56132415,HPBOJGPY
27160178,88517377,QAMXBMPF
17778471,26899204,QYYCRRXJ
85194346,78398156,KRXFFLTZ
93863857,17057862,ESOZGYPV
82136767,9162152,BHUMNDUN
82220030,96965470,KBEGWUII
64386002,62340502,LEJKAXCM
59772604,60660554,CABIJVXH
57500085,71731544,LJYTBWHC
79882039,95585689,LJVWXEMK
63744377,21623159,YTXVPHTS
45712365,18522852,KGDJICBL
68456551,15971182,QCFXJLWR
24476544,58563118,AVIGFUWA
13489835,44067968,KFOWTDOR
89852524,92851749,IBHHIJKN
38693829,83271651,XGDRXGSO
13641080,44974488,QBZJTAZJ
20267997,4511098,JBWQYCML
29788976,61525527,PTKFTHPQ
25311862,94672159,QSHIUDTO
91764135,99113543,OLUZMXIC
72070779,37983835,PWETAWHI
5407166,17543105,QADMSMCW
80390049,2533642,AFFNUYRP
41551406,19190534,SKEYPIPP
43141787,22831935,IMOJNBES
68076458,62213019,ZDOSXAGA
46632046,79021407,KOMQGWQI
78061251,76987060,MQDDZEUZ
92974368,57518068,EGVCQROB
94919041,11962338,NHWFRLNJ
40382034,58758051,XJPVVGUE
48277433,55811134,JZTLBHKX
97015877,25763114,BNUOHSXZ
61473161,39227204,YACAUDJL
73068749,56743764,PGAGFXBE
30598977,40687041,DHUJUSIY
35914386,61014666,JPTUWTFV
14275386,7321770,WZIPFRTV
43400131,62609120,XLJCWOUU
55489177,51954039,YFCPKZUR
93374038,97245726,NQSKSWCT
23943031,70813995,MLNMSALZ
10805127,48330112,KEIBALXX
64649049,21514428,NKVIJIEA
60426586,63660964,GYPNKWRX
35307120,87004145,DGJMCSZL
87857262,3258354,EHFGLEWG
6982984,88050138,BIATBKJS
85627848,64736284,VOSXUUPW
27951996,67872509,BWMJYMJC
40747792,5557618,XGEQKRPS
5618101,51274989,FQNRDNRT
49669186,45691810,UTPNMGOJ
61151390,43808991,ZJPAWUTJ
93628745,70759680,EBGTTRXV
21472539,63780412,NHVLWDFT
30666996,50156265,QGSHRLYX
59956916,59170122,CKXZGKFY
18510850,32373456,DVPFOQDU
17783801,17148144,FVNTZSHC
9286216,12389898,YSBYWVLX
5356948,29924129,NTCNFGJN
1968707,2267257,WXFAYQUM
26253782,9296010,IMOVONDE
30463882,14728070,MFTUJWFK
55938305,49260210,DLWTWIFQ
82273085,93415264,TMMUYZIB
26100239,63551339,BZYFPBEQ
9136505,30299897,BPXUPUIM
52147007,67846979,XAYKQFYY
76404667,79702030,IBAEUWJY
95989284,4244008,RURWLWPY
51094354,25905190,AWRJZRFZ
4494479,12783738,XWOZYASJ
8153384,49170840,GEPMWESL
53209193,41399778,NUOQMQVE
12632222,6872602,JRWLMMEB
89180605,62912550,ZKFBSWVH
85488242,16751699,YUMCVJBP
29105152,55804188,KLAPBHIW
97032218,17075381,NASWJXLF
92547978,88264046,TDAKWUBL
35808833,4471943,WFKSFZKU
62565354,99705113,IWHCZTUC
71573894,10688122,LJLNHMGM
98818753,8557441,ZKJGIQAK
98635214,29279942,NSCUAFCP
72051269,38375421,YAYJACQX
75280894,24474109,AJXYBLMF
53860530,77068924,VQUYWLFB
90467529,99388345,KFHCHRHX
91117194,49455701,BYEKSWKD
72854871,11257743,BTTUBBAS
83822467,31593414,EPZMTQTV
44616454,1085607,LMZPFSHL
2648134,30461876,UWKAEXTM
66325835,43711025,NPFBBJGT
1309303,3462051,UVAQJQPL
11245526,70818798,FLARHWSK
10137649,94276131,KZXQMWBJ
6960656,85400589,KWMYGGQP
93402502,73668324,FEHHQGDF
84734751,46458528,EGBEEGAZ
97943296,16569706,UQYPOMAK
28239399,52252934,PTGSXSWB
50813069,97460732,RZSLKCQL
30770738,13392874,RCZSCKKA
85556526,69896169,IMGVRBPZ
62723893,59471899,UISJUDTW
41674346,36461703,TTOVPIIW
68574777,57273539,ARLQLZZY
46197513,99282442,DKNAFTKN
45774851,15754711,MKKSPJNB
28687483,18705566,POKDINXW
76864850,43624582,RWMUGIOQ
78485710,59827089,KFPYDYCE
63831977,62831668,RGUURQEN
72087852,61486205,FSHLHAVX
90852227,2902190,VOWDIBWF
14589039,52322793,SUKFAOZO
1302870,77803868,MSWIGAPI
9183586,31747909,OMVTRHUZ
26746335,10520275,RIHQHNOP
10911542,59047106,UGCZVEEE
6309754,63909443,UKVXNLKO
14998431,96888790,IDHSPCWO
98894670,13210961,EVFGPDNX
